GEOID,max_intensity,population,Total_Num_Building,BHI_factor_low,shelter_seeking_low,numerator_low,SVI_Value,SVI_Value_Mapped
6001427600,0.02,4730,482.0,0.0,0.06992999999999999,0.0,0.7822,0.3
6081604200,0.04,4197,1089.0,0.0001,0.06969,0.0,0.3894,0.3
6013345115,0.02,6309,1738.0,0.0,0.06950999999999999,0.0,0.2357,0.3
6081603900,0.04,5590,1651.0,0.0,0.06948,0.0,0.586,0.3
6085512310,0.01,5163,997.0,0.0,0.06935,0.0,0.8414,0.5
6067009614,0.02,7234,1770.0,0.0,0.06921,0.0,0.3915,0.3
6075013102,0.02,2938,135.0,0.0001,0.06915,0.0,0.2894,0.3
6075060502,0.02,3214,133.0,0.0,0.0691,0.0,0.9134,0.5
6075013500,0.02,2912,125.0,0.0001,0.06879,0.0,0.221,0.3
6001428302,0.02,7120,2429.0,0.0,0.06846,0.0,0.2089,0.3
6041102202,0.04,6003,1768.0,0.0,0.06834,0.0,0.3533,0.3
6041126200,0.02,4495,1325.0,0.0001,0.06834,0.0,0.4755,0.3
6075015600,0.02,3274,118.0,0.0001,0.06816,0.0,0.5282,0.3
6001450101,0.02,6825,418.0,0.0001,0.06816,0.0,0.1616,0.1
6041113000,0.02,3910,1383.0,0.0001,0.06795,0.0,0.2212,0.3
6075033204,0.02,3839,103.0,0.0001,0.06792,0.0,0.7877,0.3
6001400800,0.02,3917,989.0,0.0001,0.06788999999999999,0.0,0.4058,0.3
6085510801,0.02,5999,1628.0,0.0,0.06786,0.0,0.3159,0.3
6081610304,0.02,4503,1206.0,0.0001,0.06777,0.0,0.2962,0.3
6075033203,0.02,4003,107.0,0.0001,0.06767999999999999,0.0,0.6652,0.3
6075031302,0.02,5673,261.0,0.0,0.06746999999999999,0.0,0.6062,0.3
6067000400,0.02,3840,1127.0,0.0001,0.06708,0.0,0.4787,0.3
6001432501,0.02,5161,1379.0,0.0,0.06702,0.0,0.5446,0.3
6001427700,0.02,5016,1195.0,0.0,0.06677999999999999,0.0,0.4263,0.3
6001408000,0.02,2630,981.0,0.0001,0.06671999999999999,0.0,0.344,0.3
6013355111,0.02,6685,1550.0,0.0,0.06656999999999999,0.0,0.2805,0.3
6067002200,0.02,4898,1336.0,0.0,0.06621,0.0,0.5197,0.3
6081601000,0.02,6826,2031.0,0.0,0.06594,0.0,0.3043,0.3
6013337300,0.02,6147,1982.0,0.0,0.06582,0.0,0.425,0.3
6067009639,0.02,3897,617.0,0.0,0.0658,0.0,0.8447,0.5
6067009111,0.02,5800,1420.0,0.0,0.06567,0.0,0.7312,0.3
6081601603,0.02,5923,1366.0,0.0,0.06527999999999999,0.0,0.7205,0.3
6085511301,0.02,3860,998.0,0.0001,0.06504,0.0,0.2864,0.3
6001423500,0.02,3474,733.0,0.0001,0.06498,0.0,0.6671,0.3
6081610000,0.02,4782,1465.0,0.0,0.06495,0.0,0.3018,0.3
6001428000,0.02,2997,485.0,0.0001,0.0648,0.0,0.4927,0.3
6001450744,0.02,5987,1520.0,0.0,0.06447,0.0,0.4253,0.3
6013333200,0.02,5961,1807.0,0.0,0.06444,0.0,0.3141,0.3
6067007602,0.02,5108,1412.0,0.0,0.0642,0.0,0.7085,0.3
6075061000,0.02,5044,400.0,0.0,0.06408,0.0,0.7005,0.3
6081608501,0.02,5013,1519.0,0.0,0.06387,0.0,0.3321,0.3
6081603700,0.02,5667,1839.0,0.0,0.06387,0.0,0.4893,0.3
6047001700,0.01,7032,1990.0,0.0,0.0636,0.0,0.9337,0.5
6085509401,0.02,3754,420.0,0.0001,0.06354,0.0,0.2957,0.3
6067007204,0.02,5509,1987.0,0.0,0.06336,0.0,0.5329,0.3
6001409200,0.02,3755,821.0,0.0,0.06325,0.0,0.8537,0.5
6013362000,0.02,2961,1242.0,0.0001,0.06321,0.0,0.2828,0.3
6081614000,0.02,6172,1637.0,0.0,0.06315,0.0,0.3225,0.3
6067003300,0.02,4256,2013.0,0.0,0.06303,0.01,0.456,0.3
6075047702,0.02,3823,103.0,0.0001,0.06294,0.0,0.4563,0.3
6075047802,0.02,3786,159.0,0.0001,0.06294,0.0,0.6814,0.3
6097152904,0.04,5366,1635.0,0.0,0.06291,0.0,0.3874,0.3
6067002800,0.02,3317,1247.0,0.0,0.06275,0.0,0.9405,0.5
6001402200,0.02,3250,544.0,0.0001,0.06269999999999999,0.0,0.6584,0.3
6067003502,0.02,3034,1373.0,0.0001,0.06261,0.0,0.5394,0.3
6075025702,0.02,4551,305.0,0.0,0.06255,0.0,0.6767,0.3
6067009632,0.02,7195,1474.0,0.0,0.06243,0.0,0.5475,0.3
6041119201,0.04,3644,393.0,0.0001,0.06213,0.0,0.6401,0.3
6081601605,0.02,6157,1608.0,0.0,0.062009999999999996,0.0,0.2874,0.3
6013386000,0.02,3500,807.0,0.0001,0.06189,0.0,0.7356,0.3
6081611800,0.02,4481,1025.0,0.0,0.06186,0.0,0.6539,0.3
6081607600,0.04,4269,1156.0,0.0,0.061829999999999996,0.0,0.5701,0.3
6001404900,0.02,4458,1485.0,0.0,0.06168,0.0,0.3056,0.3
6081611300,0.02,4891,1817.0,0.0,0.061649999999999996,0.0,0.3842,0.3
6075035201,0.02,5288,221.0,0.0,0.06159,0.0,0.5475,0.3
6013383000,0.02,4969,1832.0,0.0,0.06149999999999999,0.0,0.5932,0.3
6067009323,0.02,5605,1428.0,0.0,0.06149999999999999,0.0,0.3709,0.3
6047000603,0.01,6502,1680.0,0.0,0.06145,0.0,0.9749,0.5
6067002100,0.02,2773,728.0,0.0001,0.06140999999999999,0.0,0.6185,0.3
6001406602,0.02,2554,515.0,0.0,0.06115,0.0,0.9336,0.5
6075061200,0.02,4166,261.0,0.0,0.06111,0.0,0.6991,0.3
6001403100,0.02,1690,60.0,0.0001,0.06095999999999999,0.0,0.7178,0.3
6045010801,0.01,6018,3088.0,0.0,0.0604,0.0,0.8201,0.5
6013330000,0.04,5587,1744.0,0.0,0.06036,0.0,0.3449,0.3
6041125000,0.02,4211,1189.0,0.0,0.060329999999999995,0.0,0.4436,0.3
6067009635,0.02,6077,1120.0,0.0,0.0603,0.0,0.4519,0.3
6085503122,0.01,4108,909.0,0.0,0.0603,0.0,0.9837,0.5
6045011600,0.01,6298,1461.0,0.0,0.0601,0.0,0.9886,0.5
6001422300,0.02,3811,904.0,0.0001,0.060059999999999995,0.0,0.4925,0.3
6075060100,0.02,3690,682.0,0.0002,0.06001,0.01,0.1447,0.1
6085510900,0.02,5404,1778.0,0.0,0.06,0.0,0.2431,0.3
6067009616,0.02,6117,1765.0,0.0,0.059759999999999994,0.0,0.7673,0.3
6067003501,0.02,2760,1242.0,0.0001,0.059309999999999995,0.0,0.4191,0.3
6085504506,0.02,6951,1236.0,0.0,0.05901,0.0,0.4412,0.3
6013345103,0.02,5270,1594.0,0.0,0.05886,0.0,0.3109,0.3
6013312000,0.02,2974,564.0,0.0,0.0587,0.0,0.9211,0.5
6001405800,0.02,4320,908.0,0.0,0.05865,0.0,0.7844,0.3
6085503123,0.01,3889,464.0,0.0,0.05855,0.0,0.9819,0.5
6075032801,0.02,4234,164.0,0.0,0.05832,0.0,0.7284,0.3
6113010312,0.02,5320,1799.0,0.0,0.05816999999999999,0.0,0.5464,0.3
6075025403,0.02,4430,388.0,0.0,0.05814,0.0,0.6965,0.3
6041109001,0.02,4467,925.0,0.0,0.05814,0.0,0.6019,0.3
6075012700,0.02,3769,137.0,0.0002,0.058050000000000004,0.0,0.0315,0.1
6067007702,0.02,4855,1427.0,0.0,0.05796,0.0,0.5442,0.3
6075025600,0.02,5482,288.0,0.0,0.05796,0.0,0.7352,0.3
6013343002,0.02,4640,1160.0,0.0,0.057839999999999996,0.0,0.5168,0.3
6081601100,0.02,5917,1791.0,0.0,0.05751,0.0,0.2043,0.3
6007000202,0.01,4029,990.0,0.0,0.0575,0.0,0.8539,0.5
6001408300,0.02,4791,1755.0,0.0,0.05739,0.0,0.5181,0.3
6081609201,0.02,3902,1175.0,0.0,0.05732999999999999,0.0,0.2819,0.3
6013361000,0.06,4763,1427.0,0.0,0.05721,0.0,0.57,0.3
6001408200,0.02,4471,1269.0,0.0,0.057089999999999995,0.0,0.6069,0.3
6001405700,0.02,3423,713.0,0.0001,0.057089999999999995,0.0,0.757,0.3
6045010900,0.01,4983,2329.0,0.0,0.05695,0.0,0.9168,0.5
6067008908,0.01,5204,1551.0,0.0,0.05685,0.0,0.8756,0.5
6053010506,0.01,5542,512.0,0.0,0.0568,0.0,0.9413,0.5
6067009319,0.02,5588,1487.0,0.0,0.05657999999999999,0.0,0.6491,0.3
6113010510,0.02,4908,1111.0,0.0,0.05637,0.0,0.434,0.3
6067007016,0.02,5971,1485.0,0.0,0.0561,0.0,0.7039,0.3
6067005801,0.02,5335,1804.0,0.0,0.05601,0.0,0.558,0.3
6001400500,0.02,3644,1018.0,0.0001,0.05595,0.0,0.3186,0.3
6041109002,0.02,4178,1303.0,0.0,0.055920000000000004,0.0,0.2448,0.3
6075026003,0.02,4890,214.0,0.0,0.05586,0.0,0.5348,0.3
6075032901,0.02,5015,197.0,0.0,0.05577,0.0,0.482,0.3
6047002100,0.01,4732,3121.0,0.0,0.05575,0.0,0.8179,0.5
6067009637,0.02,6374,1236.0,0.0,0.05567999999999999,0.0,0.461,0.3
6001423300,0.02,3738,1271.0,0.0,0.05547,0.0,0.5258,0.3
6067007103,0.02,4058,786.0,0.0,0.055349999999999996,0.0,0.3845,0.3
6067009618,0.02,4834,1472.0,0.0,0.05529,0.0,0.681,0.3
6067009612,0.02,5321,1239.0,0.0,0.055170000000000004,0.0,0.6747,0.3
6007003700,0.01,5249,2247.0,0.0,0.0551,0.0,0.9075,0.5
6001432200,0.02,4231,1314.0,0.0,0.05502,0.0,0.6556,0.3
6001432300,0.02,4885,1599.0,0.0,0.05457,0.0,0.4437,0.3
6067003203,0.02,3149,743.0,0.0,0.05455,0.0,0.9367,0.5
6075021700,0.02,4222,588.0,0.0,0.05436,0.0,0.4138,0.3
6075026302,0.02,4760,551.0,0.0,0.05427,0.0,0.7694,0.3
6081603802,0.02,5267,1561.0,0.0,0.05415,0.0,0.374,0.3
6067003800,0.02,5348,1825.0,0.0,0.05406,0.0,0.6866,0.3
6081601501,0.02,5194,1248.0,0.0,0.05403,0.0,0.3168,0.3
6075026403,0.02,4050,313.0,0.0,0.05403,0.0,0.7494,0.3
6081600200,0.02,4368,477.0,0.0,0.053939999999999995,0.0,0.703,0.3
6075026002,0.02,3282,174.0,0.0001,0.053759999999999995,0.0,0.6419,0.3
6081602500,0.02,5156,1342.0,0.0,0.053759999999999995,0.0,0.3122,0.3
6013338201,0.04,3814,1438.0,0.0,0.05343,0.0,0.2974,0.3
6081600402,0.02,4772,229.0,0.0,0.05337,0.0,0.6739,0.3
6099000803,0.01,5153,1306.0,0.0,0.0533,0.0,0.9732,0.5
6001450604,0.02,4898,1379.0,0.0,0.053219999999999996,0.0,0.2482,0.3
6001406400,0.02,2211,560.0,0.0,0.05315,0.0,0.8948,0.5
6085510802,0.02,1971,656.0,0.0001,0.05307,0.0,0.3319,0.3
6085504802,0.02,5393,1631.0,0.0,0.053009999999999995,0.0,0.6821,0.3
6081602100,0.02,3710,627.0,0.0,0.05289,0.0,0.7458,0.3
6001402600,0.02,1226,114.0,0.0001,0.05285,0.0,0.9273,0.5
6013333102,0.02,4090,1249.0,0.0,0.05223,0.0,0.2838,0.3
6085512038,0.01,3086,440.0,0.0,0.0519,0.0,0.8313,0.5
6067007013,0.02,3015,796.0,0.0001,0.05159999999999999,0.0,0.5297,0.3
6081606100,0.04,4380,1193.0,0.0,0.05157,0.0,0.6992,0.3
6075025701,0.02,4716,405.0,0.0,0.051269999999999996,0.0,0.5519,0.3
6013334001,0.02,3991,1101.0,0.0,0.05112,0.0,0.7748,0.3
6075023003,0.02,4143,242.0,0.0,0.05103,0.0,0.4923,0.3
6081612900,0.02,4728,1536.0,0.0,0.05073,0.0,0.2219,0.3
6075026303,0.02,4632,398.0,0.0,0.05049,0.0,0.4748,0.3
6075026004,0.02,4162,163.0,0.0,0.05046,0.0,0.4245,0.3
6067009109,0.02,4875,1616.0,0.0,0.050429999999999996,0.0,0.4561,0.3
6067009106,0.02,4247,1096.0,0.0,0.05034,0.0,0.2305,0.3
6067002400,0.02,4627,2295.0,0.0,0.050309999999999994,0.0,0.24,0.3
6081608013,0.02,4188,885.0,0.0,0.050309999999999994,0.0,0.3781,0.3
6001404102,0.02,2516,270.0,0.0001,0.05013,0.0,0.6291,0.3
6007000401,0.01,5099,925.0,0.0,0.05013,0.0,0.3518,0.3
6075047902,0.02,3691,237.0,0.0,0.0501,0.0,0.4269,0.3
6085508508,0.01,5894,1470.0,0.0,0.05004,0.0,0.6153,0.3
6001435700,0.02,4904,1278.0,0.0,0.04962,0.0,0.6296,0.3
6081602900,0.02,3958,1122.0,0.0,0.04946999999999999,0.0,0.2272,0.3
6001436800,0.02,4341,748.0,0.0,0.0492,0.0,0.7504,0.3
6013309000,0.04,3699,852.0,0.0,0.048929999999999994,0.0,0.7549,0.3
6067004005,0.02,4418,1380.0,0.0,0.048929999999999994,0.0,0.5314,0.3
6067005903,0.02,2996,451.0,0.0001,0.04887,0.0,0.5905,0.3
6075032802,0.02,4097,127.0,0.0,0.04869,0.0,0.4879,0.3
6013333101,0.02,4212,1329.0,0.0,0.04866,0.0,0.3721,0.3
6075025401,0.02,3331,221.0,0.0,0.048510000000000005,0.0,0.5263,0.3
6081608001,0.02,3534,494.0,0.0,0.04842,0.0,0.2841,0.3
6095253403,0.02,5369,1746.0,0.0001,0.04836,0.01,0.1988,0.1
6001423200,0.02,2886,690.0,0.0001,0.04824,0.0,0.6339,0.3
6001422200,0.02,3322,1034.0,0.0,0.04824,0.0,0.2133,0.3
6067009318,0.02,2497,734.0,0.0,0.0476,0.0,0.866,0.5
6041103100,0.04,7376,2981.0,0.0001,0.0476,0.01,0.1095,0.1
6115040400,0.01,5938,1860.0,0.0,0.0473,0.0,0.9784,0.5
6075031000,0.02,4192,1098.0,0.0,0.04725,0.0,0.5479,0.3
6033000802,0.02,4671,1779.0,0.0,0.04715,0.0,0.9766,0.5
6067003400,0.02,4335,1770.0,0.0,0.04704,0.0,0.4942,0.3
6081602800,0.02,4639,1262.0,0.0,0.04701,0.0,0.2614,0.3
6075060400,0.02,2325,191.0,0.0001,0.04695,0.0,0.6088,0.3
6045011300,0.01,6010,2172.0,0.0,0.04675,0.0,0.9653,0.5
6001423601,0.02,2824,739.0,0.0001,0.04674,0.0,0.416,0.3
6001403502,0.02,2148,224.0,0.0001,0.0465,0.0,0.472,0.3
6075015300,0.02,2387,120.0,0.0001,0.046439999999999995,0.0,0.3534,0.3
6067000800,0.02,1637,105.0,0.0001,0.04638,0.0,0.6928,0.3
6067007209,0.02,3881,1497.0,0.0,0.04632,0.0,0.6866,0.3
6001428500,0.02,3339,547.0,0.0,0.04622999999999999,0.0,0.6212,0.3
6113010607,0.02,4395,1424.0,0.0,0.04617,0.0,0.3485,0.3
6115040901,0.01,3047,2013.0,0.0,0.046,0.0,0.8204,0.5
6001420200,0.02,3234,763.0,0.0,0.04587,0.0,0.4039,0.3
6013355110,0.02,4434,1073.0,0.0,0.04581,0.0,0.4218,0.3
6047000505,0.01,6974,2420.0,0.0,0.0455,0.0,0.8529,0.5
6067009004,0.02,4041,1174.0,0.0,0.04548,0.0,0.7773,0.3
6075022702,0.02,2194,127.0,0.0001,0.04521,0.0,0.2312,0.3
6013346101,0.02,3555,1215.0,0.0001,0.044950000000000004,0.01,0.0173,0.1
6075026401,0.02,3954,259.0,0.0,0.04488,0.0,0.7008,0.3
6001405600,0.02,3224,650.0,0.0,0.04482,0.0,0.6433,0.3
6001401500,0.02,2661,594.0,0.0001,0.044789999999999996,0.0,0.7782,0.3
6067007020,0.02,4225,1286.0,0.0,0.04458,0.0,0.2335,0.3
6095252908,0.04,3825,944.0,0.0,0.044430000000000004,0.0,0.5026,0.3
6081609800,0.02,4733,1851.0,0.0001,0.04433000000000001,0.01,0.1846,0.1
6081601700,0.02,4313,1353.0,0.0,0.04407,0.0,0.4026,0.3
6067005509,0.02,2008,158.0,0.0001,0.043890000000000005,0.0,0.6876,0.3
6075025900,0.02,4537,287.0,0.0,0.043769999999999996,0.0,0.6118,0.3
6085512043,0.01,6028,805.0,0.0,0.04375,0.0,0.8751,0.5
6067009103,0.02,3472,913.0,0.0,0.043590000000000004,0.0,0.5076,0.3
6085503110,0.01,4407,496.0,0.0,0.0435,0.0,0.9107,0.5
6081610602,0.02,3403,1249.0,0.0,0.0435,0.0,0.3089,0.3
6067001500,0.02,4946,2102.0,0.0001,0.043410000000000004,0.01,0.0859,0.1
6075026402,0.02,4174,318.0,0.0,0.04299,0.0,0.5257,0.3
6001425101,0.02,1853,22.0,0.0001,0.042899999999999994,0.0,0.4816,0.3
6081608502,0.02,2750,496.0,0.0001,0.042899999999999994,0.0,0.2483,0.3
6075033100,0.02,4025,1178.0,0.0,0.04284,0.0,0.2829,0.3
6001400900,0.02,2514,733.0,0.0001,0.04278,0.0,0.3015,0.3
6067008131,0.02,5796,1666.0,0.0,0.04266,0.0,0.7435,0.3
6081608300,0.02,3474,833.0,0.0,0.04266,0.0,0.313,0.3
6081601901,0.02,4117,994.0,0.0,0.04254,0.0,0.6039,0.3
6067009112,0.02,3690,961.0,0.0,0.042359999999999995,0.0,0.7403,0.3
6081610100,0.02,2489,638.0,0.0001,0.04224,0.0,0.4323,0.3
6001438201,0.01,4752,1294.0,0.0,0.041909999999999996,0.0,0.7859,0.3
6081608200,0.04,3749,937.0,0.0,0.0417,0.0,0.4749,0.3
6001405000,0.02,3313,1078.0,0.0,0.04167,0.0,0.3272,0.3
6113010512,0.02,3322,781.0,0.0,0.04128,0.0,0.5126,0.3
6081606800,0.02,3344,1056.0,0.0,0.04113,0.0,0.2071,0.3
6001440307,0.01,4459,1262.0,0.0,0.04101,0.0,0.6561,0.3
6001428600,0.02,3398,618.0,0.0,0.040979999999999996,0.0,0.4989,0.3
6081608100,0.04,3645,767.0,0.0,0.04092,0.0,0.2459,0.3
6081609000,0.02,2808,928.0,0.0,0.040859999999999994,0.0,0.4838,0.3
6067008910,0.02,3768,1056.0,0.0,0.040859999999999994,0.0,0.5486,0.3
6019003900,0.01,5024,3582.0,0.0,0.04085,0.0,0.8054,0.5
6085501501,0.01,4392,773.0,0.0,0.0408,0.0,0.9251,0.5
6113010511,0.02,3333,679.0,0.0,0.04044,0.0,0.5101,0.3
6081600900,0.02,4039,1431.0,0.0,0.040409999999999995,0.0,0.4532,0.3
6113010402,0.02,4379,1583.0,0.0,0.040350000000000004,0.0,0.238,0.3
6033000501,0.01,3416,1885.0,0.0,0.0401,0.0,0.8375,0.5
6075032902,0.02,3850,123.0,0.0,0.04005,0.0,0.4106,0.3
6041129000,0.02,2641,264.0,0.0001,0.03999,0.0,0.7528,0.3
6075031301,0.02,3786,243.0,0.0,0.03993,0.0,0.5375,0.3
6099003002,0.01,7207,2847.0,0.0,0.0399,0.0,0.7746,0.3
6075022902,0.02,2283,109.0,0.0001,0.039869999999999996,0.0,0.6217,0.3
6067005701,0.02,3175,1420.0,0.0,0.03984,0.0,0.2948,0.3
6081607300,0.02,3642,1389.0,0.0,0.039779999999999996,0.0,0.2128,0.3
6081600300,0.02,4057,1106.0,0.0,0.03942,0.0,0.2698,0.3
6067003900,0.02,3598,1404.0,0.0,0.03924,0.0,0.3759,0.3
6067000600,0.02,1686,214.0,0.0001,0.03921,0.0,0.7268,0.3
6099000404,0.01,5991,1872.0,0.0,0.03915,0.0,0.825,0.5
6053014700,0.01,6991,2600.0,0.0,0.03915,0.0,0.6228,0.3
6007000300,0.01,4740,1064.0,0.0,0.03905,0.0,0.9331,0.5
6067007504,0.02,2256,859.0,0.0001,0.039,0.0,0.7504,0.3
6013306004,0.02,3667,950.0,0.0,0.03885,0.0,0.7968,0.3
6013388000,0.02,2819,956.0,0.0,0.03861,0.0,0.441,0.3
6069000701,0.01,4742,768.0,0.0,0.03851999999999999,0.0,0.6881,0.3
6067007012,0.02,3605,1078.0,0.0,0.03846,0.0,0.5371,0.3
6067005202,0.02,3513,1104.0,0.0,0.03843,0.0,0.2038,0.3
6113010513,0.02,2964,474.0,0.0,0.03843,0.0,0.2987,0.3
6101050603,0.01,5350,2042.0,0.0,0.0384,0.0,0.6125,0.3
6001402700,0.02,1827,346.0,0.0001,0.03834,0.0,0.6329,0.3
6001401800,0.02,1981,413.0,0.0001,0.038310000000000004,0.0,0.7272,0.3
6013337100,0.02,3238,1057.0,0.0,0.038279999999999995,0.0,0.5413,0.3
6067009107,0.02,3361,1001.0,0.0,0.03825,0.0,0.3902,0.3
6067003600,0.02,2728,1168.0,0.0,0.03825,0.0,0.6975,0.3
6067007107,0.02,4076,1138.0,0.0,0.0381,0.0,0.2832,0.3
6081604500,0.04,3648,1235.0,0.0,0.03804,0.0,0.4518,0.3
6001404200,0.02,3641,1302.0,0.0,0.03797999999999999,0.0,0.2616,0.3
6047001005,0.01,2285,598.0,0.0,0.0378,0.0,0.9459,0.5
6007000201,0.01,4470,1300.0,0.0,0.03768,0.0,0.6211,0.3
6067009611,0.02,3553,856.0,0.0,0.0375,0.0,0.6989,0.3
6041132100,0.02,2111,1805.0,0.0001,0.03735,0.01,0.2141,0.3
6041114200,0.02,3164,924.0,0.0,0.03735,0.0,0.4469,0.3
6021010200,0.01,4967,3911.0,0.0,0.03714,0.01,0.6732,0.3
6099003804,0.01,6826,1898.0,0.0,0.0371,0.0,0.8808,0.5
6067004012,0.02,3338,1039.0,0.0,0.03699,0.0,0.2233,0.3
6067009617,0.02,3613,1138.0,0.0,0.03684,0.0,0.268,0.3
6075033201,0.02,1729,136.0,0.0001,0.03684,0.0,0.7402,0.3
6041124200,0.02,5873,2232.0,0.0001,0.0368,0.01,0.1913,0.1
6007001100,0.01,4568,1258.0,0.0,0.0367,0.0,0.856,0.5
6067009503,0.01,3326,1032.0,0.0,0.0367,0.0,0.9821,0.5
6075022802,0.02,1975,81.0,0.0001,0.03669,0.0,0.7227,0.3
6113010605,0.02,3627,1009.0,0.0,0.036629999999999996,0.0,0.2557,0.3
6001404800,0.02,2757,816.0,0.0,0.0366,0.0,0.5552,0.3
6057000104,0.01,3405,1279.0,0.0,0.03633,0.0,0.4319,0.3
6001409800,0.02,3220,1067.0,0.0,0.03627,0.0,0.5766,0.3
6013387000,0.02,2993,922.0,0.0,0.03624,0.0,0.5392,0.3
6047000901,0.01,3512,3401.0,0.0,0.036,0.0,0.8575,0.5
6067004011,0.02,3185,986.0,0.0,0.03582,0.0,0.3406,0.3
6007001702,0.01,3574,1150.0,0.0,0.03582,0.0,0.5734,0.3
6063000300,0.01,4897,3495.0,0.0,0.03579,0.0,0.7187,0.3
6085512052,0.01,4119,678.0,0.0,0.03567,0.0,0.5905,0.3
6053010101,0.01,4410,890.0,0.0,0.0356,0.0,0.9933,0.5
6007002602,0.01,3980,2132.0,0.0,0.03555,0.0,0.3066,0.3
6067009105,0.02,2905,739.0,0.0,0.03519,0.0,0.6042,0.3
6081604900,0.04,3387,1026.0,0.0,0.03516,0.0,0.5025,0.3
6001424002,0.02,2488,635.0,0.0,0.0351,0.0,0.6706,0.3
6081609601,0.02,3243,967.0,0.0001,0.03509,0.01,0.0599,0.1
6075025402,0.02,2869,181.0,0.0,0.03507,0.0,0.7136,0.3
6041126100,0.02,5955,2360.0,0.0001,0.03493,0.01,0.039,0.1
6001420500,0.02,2431,783.0,0.0,0.03477,0.0,0.5223,0.3
6067004008,0.02,3665,1408.0,0.0,0.034679999999999996,0.0,0.4249,0.3
6085509302,0.02,3122,984.0,0.0,0.03456,0.0,0.31,0.3
6013370000,0.02,2953,1154.0,0.0001,0.03455,0.01,0.1968,0.1
6067007431,0.02,3613,968.0,0.0,0.03426,0.0,0.2209,0.3
6013350000,0.02,6224,1821.0,0.0001,0.03406,0.01,0.1215,0.1
6067009633,0.02,3573,899.0,0.0,0.03405,0.0,0.7699,0.3
6013351103,0.02,2113,369.0,0.0001,0.03399,0.0,0.2066,0.3
6075016700,0.02,4835,182.0,0.0001,0.033960000000000004,0.0,0.114,0.1
6097153807,0.04,3957,1585.0,0.0001,0.033870000000000004,0.01,0.0293,0.1
6019008200,0.01,6506,2474.0,0.0,0.03375,0.0,0.9327,0.5
6067003101,0.02,3583,1295.0,0.0,0.03351,0.0,0.5526,0.3
6013313203,0.02,3354,1014.0,0.0,0.03342,0.0,0.4676,0.3
6075021500,0.02,5237,282.0,0.0001,0.033260000000000005,0.0,0.1086,0.1
6001400100,0.02,3038,1298.0,0.0,0.03321,0.0,0.2224,0.3
6113011002,0.02,3244,1183.0,0.0,0.03318,0.0,0.5204,0.3
6067002600,0.02,2538,1069.0,0.0,0.03306,0.0,0.2071,0.3
6097150702,0.06,5187,2034.0,0.0001,0.03305,0.01,0.0851,0.1
6075026404,0.02,3100,79.0,0.0,0.032639999999999995,0.0,0.6561,0.3
6041116000,0.02,3150,931.0,0.0001,0.03247,0.01,0.106,0.1
6075030500,0.02,3220,951.0,0.0,0.03246,0.0,0.6351,0.3
6099001500,0.01,7108,2738.0,0.0,0.03235,0.0,0.9892,0.5
6013389100,0.02,2434,735.0,0.0,0.03231,0.0,0.4891,0.3
6081600401,0.02,3263,279.0,0.0,0.03225,0.0,0.2978,0.3
6077003700,0.01,3845,1881.0,0.0,0.03225,0.0,0.9617,0.5
6085512604,0.01,5101,874.0,0.0,0.03215,0.0,0.9222,0.5
6033000100,0.01,3284,2132.0,0.0,0.03205,0.0,0.8144,0.5
6099003908,0.01,2449,540.0,0.0,0.0318,0.0,0.9902,0.5
6061021108,0.01,3410,1073.0,0.0,0.031799999999999995,0.0,0.5787,0.3
6085503304,0.02,6537,833.0,0.0,0.03155,0.0,0.9338,0.5
6067009201,0.02,6781,3150.0,0.0,0.03132,0.0,0.7843,0.3
6075031202,0.02,3051,207.0,0.0,0.03132,0.0,0.5776,0.3
6013346102,0.04,5748,2307.0,0.0001,0.031240000000000004,0.01,0.0405,0.1
6001421300,0.02,3945,1625.0,0.0001,0.03111,0.01,0.128,0.1
6081603801,0.02,2291,50.0,0.0,0.030899999999999997,0.0,0.6642,0.3
6085503121,0.01,4767,985.0,0.0,0.0306,0.0,0.9903,0.5
6007003001,0.01,3141,1153.0,0.0,0.03055,0.0,0.9939,0.5
6045010700,0.01,6386,2528.0,0.0,0.03055,0.0,0.9415,0.5
6081609500,0.02,5161,1808.0,0.0001,0.030490000000000003,0.01,0.1061,0.1
6085510803,0.02,2781,814.0,0.0,0.030359999999999998,0.0,0.3621,0.3
6077004501,0.01,2422,702.0,0.0,0.0302,0.0,0.8955,0.5
6013351200,0.02,5953,2188.0,0.0001,0.0302,0.01,0.0682,0.1
6085512311,0.01,4123,1154.0,0.0,0.03018,0.0,0.5924,0.3
6077003602,0.01,3274,1839.0,0.0,0.03015,0.0,0.8022,0.5
6085510700,0.02,5487,1182.0,0.0001,0.030130000000000004,0.0,0.1405,0.1
6045010200,0.01,4267,3852.0,0.0,0.03005,0.0,0.8207,0.5
6081608700,0.02,7670,2205.0,0.0,0.029980000000000003,0.0,0.1961,0.1
6013385100,0.02,2886,1201.0,0.0,0.029579999999999995,0.0,0.226,0.3
6115040600,0.01,6396,1966.0,0.0,0.029579999999999995,0.0,0.7849,0.3
6001443002,0.02,6650,1771.0,0.0,0.02949,0.0,0.6366,0.3
6085512021,0.01,6292,1307.0,0.0,0.029459999999999997,0.0,0.4078,0.3
6017031504,0.01,5556,2652.0,0.0,0.02928,0.0,0.5714,0.3
6067009005,0.02,3511,1162.0,0.0,0.02925,0.0,0.9334,0.5
6087123100,0.01,2640,899.0,0.0,0.02915,0.0,0.8091,0.5
