GEOID,max_intensity,population,Total_Num_Building,risk_level,BHI_factor_low,shelter_seeking_low
06099001500,0.01,7108,2738.0,low,0.0,0.0034
06099001400,0.01,7546,2209.0,low,0.0,0.0002
06099001300,0.01,6342,2871.0,low,0.0,0.0001
06099001200,0.01,3961,1863.0,low,0.0,0.0001
06099001100,0.01,4381,1491.0,low,0.0,0.0001
06099001002,0.01,3427,1450.0,low,0.0,0.0002
06099001001,0.01,6746,2064.0,low,0.0,0.0001
06099000911,0.01,4966,1493.0,low,0.0,0.0001
06099000909,0.01,4746,1446.0,low,0.0,0.0001
06099003100,0.01,3843,2892.0,low,0.0,0.0018
06099000908,0.01,5480,1607.0,low,0.0,0.0001
06099000907,0.01,3371,1359.0,low,0.0,0.0001
06099000906,0.01,6106,1978.0,low,0.0,0.0001
06099000905,0.01,6221,2026.0,low,0.0,0.0008
06099000807,0.01,3782,985.0,low,0.0,0.0022
06099000806,0.01,4474,1360.0,low,0.0,0.0002
06099000805,0.01,6584,1960.0,low,0.0,0.0001
06099000803,0.01,5153,1306.0,low,0.0,0.0056
06099000801,0.01,6826,2476.0,low,0.0,0.0005
06099000602,0.01,3035,1568.0,low,0.0,0.0002
06099000601,0.01,4737,1810.0,low,0.0,0.0002
06099001700,0.01,2645,885.0,low,0.0,0.0001
06099001800,0.01,2011,1035.0,low,0.0,0.0001
06099001900,0.01,5863,2426.0,low,0.0,0.0001
06099002002,0.01,4662,2396.0,low,0.0,0.003
06099003002,0.01,7207,2847.0,low,0.0,0.007
06099002901,0.01,4990,4081.0,low,0.0,0.0036
06099002803,0.01,2933,1149.0,low,0.0,0.0034
06099002802,0.01,6931,3405.0,low,0.0,0.0046
06099002801,0.01,6122,2560.0,low,0.0,0.0013
06099002702,0.01,7175,1889.0,low,0.0,0.0006
06099002701,0.01,4186,1439.0,low,0.0,0.0025
06099002605,0.01,4231,1385.0,low,0.0,0.0026
06099002604,0.01,4917,1140.0,low,0.0,0.0011
06099002603,0.01,3131,1084.0,low,0.0,0.0
06099002602,0.01,5495,1455.0,low,0.0,0.0022
06099002504,0.01,4532,1434.0,low,0.0,0.0001
06099002503,0.01,4755,1287.0,low,0.0,0.0027
06099002402,0.01,5509,1667.0,low,0.0,0.0004
06099002401,0.01,3852,939.0,low,0.0,0.0007
06099002302,0.01,3991,1310.0,low,0.0,0.0021
06099002200,0.01,6502,1955.0,low,0.0,0.0006
06099002100,0.01,3713,1707.0,low,0.0,0.0005
06099002006,0.01,4765,1379.0,low,0.0,0.0004
06099002005,0.01,3988,1095.0,low,0.0,0.0
06099002004,0.01,6759,1832.0,low,0.0,0.0009
06085512023,0.01,5655,677.0,low,0.0,0.0001
06085512021,0.01,6292,1307.0,low,0.0,0.0052
06087100200,0.01,6825,2064.0,low,0.0,0.0003
06085507805,0.01,5180,1086.0,low,0.0,0.0001
06085507203,0.01,2891,604.0,low,0.0,0.0013
06085507205,0.01,4853,1428.0,low,0.0,0.0001
06085507206,0.01,2928,1237.0,low,0.0,0.0
06085507301,0.01,6725,2810.0,low,0.0,0.0001
06085507302,0.01,2883,1207.0,low,0.0,0.0001
06085507401,0.01,5709,1997.0,low,0.0,0.0001
06085507402,0.01,4091,1569.0,low,0.0,0.0001
06085507500,0.01,5984,2134.0,low,0.0,0.0001
06085507600,0.01,5815,2331.0,low,0.0,0.0001
06085507701,0.01,4092,1569.0,low,0.0,0.0001
06085507702,0.01,6107,2262.0,low,0.0,0.0001
06085507806,0.01,5824,1227.0,low,0.0,0.0002
06085512047,0.01,5379,1341.0,low,0.0,0.0002
06085507807,0.01,3191,864.0,low,0.0,0.0001
06085507808,0.01,5674,1628.0,low,0.0,0.0001
06085507904,0.01,3404,1173.0,low,0.0,0.0
06085507905,0.01,6188,1160.0,low,0.0,0.0011
06085507906,0.01,4508,1474.0,low,0.0,0.0002
06085508003,0.01,2266,595.0,low,0.0,0.0001
06085508004,0.01,6561,1599.0,low,0.0,0.0001
06085508101,0.01,6726,1563.0,low,0.0,0.0001
06085508102,0.01,4143,762.0,low,0.0,0.0001
06085508203,0.01,5573,1495.0,low,0.0,0.0001
06085507100,0.01,3020,744.0,low,0.0,0.0001
06085512052,0.01,4119,678.0,low,0.0,0.0063
06085512402,0.01,5136,3371.0,low,0.0,0.0009
06087100100,0.01,2294,785.0,low,0.0,0.0
06085513500,0.01,960,1213.0,low,0.0,0.0001
06085512604,0.01,5101,874.0,low,0.0,0.0034
06085512603,0.01,5303,702.0,low,0.0,0.0011
06085512602,0.01,3531,2119.0,low,0.0,0.0008
06085512510,0.01,7791,1837.0,low,0.0,0.0001
06085512509,0.01,6469,1164.0,low,0.0,0.0029
06085512505,0.01,7643,1663.0,low,0.0,0.0001
06085512401,0.01,4830,3022.0,low,0.0,0.0011
06085512053,0.01,4687,878.0,low,0.0,0.0001
06085512314,0.01,6940,1583.0,low,0.0,0.004
06085512313,0.01,4151,769.0,low,0.0,0.0001
06085512312,0.01,3756,819.0,low,0.0,0.0001
06115040902,0.01,2412,759.0,low,0.0,0.0001
06085512311,0.01,4123,1154.0,low,0.0,0.0053
06085512310,0.01,5163,997.0,low,0.0,0.0073
06085512309,0.01,4983,1714.0,low,0.0,0.0001
06085512308,0.01,8984,3172.0,low,0.0,0.0006
06085512307,0.01,6841,2117.0,low,0.0,0.004
06085512305,0.01,4761,1751.0,low,0.0,0.0003
06085512200,0.01,4790,2667.0,low,0.0,0.0011
06085512100,0.01,1755,1214.0,low,0.0,0.0005
06085508204,0.01,4339,1116.0,low,0.0,0.0001
06085508301,0.01,4689,1497.0,low,0.0,0.0002
06085508303,0.01,2631,942.0,low,0.0,0.0003
06085511907,0.01,4033,932.0,low,0.0,0.0001
06085510100,0.01,3016,1166.0,low,0.0,0.0
06085510200,0.01,4549,1785.0,low,0.0,0.0002
06115040302,0.01,2479,528.0,low,0.0,0.0024
06115040301,0.01,3600,890.0,low,0.0,0.0022
06115040100,0.01,5029,1337.0,low,0.0,0.0007
06085512043,0.01,6028,805.0,low,0.0,0.0046
06085512042,0.01,2972,519.0,low,0.0,0.0
06085511702,0.01,2906,1183.0,low,0.0,0.0
06085512039,0.01,5097,1102.0,low,0.0,0.0034
06085511800,0.01,4185,1524.0,low,0.0,0.0001
06085511905,0.01,3243,794.0,low,0.0,0.0
06085511910,0.01,3097,966.0,low,0.0,0.0
06085511911,0.01,4885,1715.0,low,0.0,0.0006
06085511912,0.01,5348,1567.0,low,0.0,0.0002
06085511913,0.01,4336,1270.0,low,0.0,0.0001
06085511914,0.01,5664,1494.0,low,0.0,0.0001
06085511915,0.01,3562,355.0,low,0.0,0.0001
06085512038,0.01,3086,440.0,low,0.0,0.0055
06085511916,0.01,4836,847.0,low,0.0,0.0001
06085512001,0.01,7025,1599.0,low,0.0,0.0001
06085512005,0.01,6601,1400.0,low,0.0,0.0001
06085512019,0.01,4653,947.0,low,0.0,0.0001
06085510002,0.01,3754,1368.0,low,0.0,0.0001
06085510001,0.01,6295,2426.0,low,0.0,0.0001
06085509902,0.01,5301,1799.0,low,0.0,0.003
06085508401,0.01,7168,2083.0,low,0.0,0.0001
06085508403,0.01,3092,1037.0,low,0.0,0.0
06085508404,0.01,6884,1665.0,low,0.0,0.0001
06085508503,0.01,6909,858.0,low,0.0,0.0001
06085508505,0.01,4741,1052.0,low,0.0,0.0001
06085508507,0.01,3191,204.0,low,0.0,0.0001
06085508508,0.01,5894,1470.0,low,0.0,0.0088
06085508601,0.01,4169,1379.0,low,0.0,0.0001
06085508602,0.01,5461,1119.0,low,0.0,0.0002
06085508800,0.01,3635,697.0,low,0.0,0.0001
06115040901,0.01,3047,2013.0,low,0.0,0.0048
06085508900,0.01,4887,910.0,low,0.0,0.0004
06115040800,0.01,4405,1974.0,low,0.0,0.0011
06085509106,0.01,4678,904.0,low,0.0,0.0004
06085509107,0.01,5242,326.0,low,0.0,0.0003
06085512045,0.01,5635,1670.0,low,0.0,0.0001
06115040600,0.01,6396,1966.0,low,0.0,0.0052
06115040500,0.01,4002,1258.0,low,0.0,0.0023
06115040400,0.01,5938,1860.0,low,0.0,0.005
06085509801,0.01,6196,1670.0,low,0.0,0.0001
06085509802,0.01,2967,908.0,low,0.0,0.0
06085509901,0.01,2244,783.0,low,0.0,0.0
06085503902,0.01,6023,1348.0,low,0.0,0.0004
06069000200,0.01,6729,3375.0,low,0.0,0.0019
06085503803,0.01,4617,1063.0,low,0.0,0.0001
06045011102,0.01,4436,2875.0,low,0.0,0.0019
06047000201,0.01,3325,2290.0,low,0.0,0.0014
06045990100,0.01,0,0.0,low,,
06045011700,0.01,4236,2039.0,low,0.0,0.0024
06045011600,0.01,6298,1461.0,low,0.0,0.0063
06045011400,0.01,4434,1629.0,low,0.0,0.0001
06045011300,0.01,6010,2172.0,low,0.0,0.0049
06045011200,0.01,3582,2445.0,low,0.0,0.0027
06045010200,0.01,4267,3852.0,low,0.0,0.0032
06045011001,0.01,2027,1783.0,low,0.0,0.0015
06045010900,0.01,4983,2329.0,low,0.0,0.006
06045010802,0.01,1849,1633.0,low,0.0,0.001
06045010801,0.01,6018,3088.0,low,0.0,0.0064
06045010700,0.01,6386,2528.0,low,0.0,0.0032
06045010500,0.01,4333,1841.0,low,0.0,0.003
06045010400,0.01,3356,1966.0,low,0.0,0.001
06047000202,0.01,1807,1048.0,low,0.0,0.0003
06047000301,0.01,5003,1208.0,low,0.0,0.0007
06047000303,0.01,1996,1587.0,low,0.0,0.0012
06047001003,0.01,4190,844.0,low,0.0,0.0003
06047000901,0.01,3512,3401.0,low,0.0,0.0038
06047000802,0.01,4709,1500.0,low,0.0,0.0019
06047000801,0.01,6216,1557.0,low,0.0,0.0003
06047000702,0.01,5125,2714.0,low,0.0,0.0006
06047000701,0.01,3484,955.0,low,0.0,0.0009
06047000603,0.01,6502,1680.0,low,0.0,0.0065
06047000602,0.01,3806,956.0,low,0.0,0.0002
06047000601,0.01,5608,1415.0,low,0.0,0.0024
06047000505,0.01,6974,2420.0,low,0.0,0.0048
06047000504,0.01,6475,1692.0,low,0.0,0.002
06047000503,0.01,2903,1751.0,low,0.0,0.0021
06047000401,0.01,1681,1417.0,low,0.0,0.0014
06045010300,0.01,4233,2990.0,low,0.0,0.0032
06045010100,0.01,3100,2276.0,low,0.0,0.0021
06047001005,0.01,2285,598.0,low,0.0,0.004
06017031302,0.01,4815,905.0,low,0.0,0.002
06017031700,0.01,3660,1076.0,low,0.0,0.0003
06017031504,0.01,5556,2652.0,low,0.0,0.0051
06017031503,0.01,2818,1710.0,low,0.0,0.0005
06017031406,0.01,5526,1822.0,low,0.0,0.0009
06017031405,0.01,2484,995.0,low,0.0,0.0
06017031404,0.01,2508,1291.0,low,0.0,0.0004
06017031301,0.01,3403,1468.0,low,0.0,0.0017
06043000200,0.01,3206,2891.0,low,0.0,0.0047
06017031200,0.01,5157,2020.0,low,0.0,0.0004
06017031100,0.01,5634,2045.0,low,0.0,0.0007
06017031000,0.01,6314,2705.0,low,0.0,0.003
06017030902,0.01,4829,2807.0,low,0.0,0.0008
06017030901,0.01,3158,2138.0,low,0.0,0.0002
06017030810,0.01,3644,958.0,low,0.0,0.001
06017030809,0.01,2557,824.0,low,0.0,0.0001
06017030808,0.01,6726,2199.0,low,0.0,0.0004
06017031800,0.01,6896,2216.0,low,0.0,0.0001
06017031900,0.01,155,212.0,low,0.0,0.0
06019003900,0.01,5024,3582.0,low,0.0,0.0043
06019008200,0.01,6506,2474.0,low,0.0,0.0036
06033000502,0.01,2901,1120.0,low,0.0,0.0036
06033000501,0.01,3416,1885.0,low,0.0,0.0042
06033000300,0.01,4045,2235.0,low,0.0,0.0051
06033000100,0.01,3284,2132.0,low,0.0,0.0034
06021010502,0.01,1457,2105.0,low,0.0,0.0008
06021010501,0.01,3189,1944.0,low,0.0,0.0031
06021010300,0.01,2202,2811.0,low,0.0,0.0014
06021010200,0.01,4967,3911.0,low,0.0,0.0065
06019008402,0.01,1047,918.0,low,0.0,0.0009
06019008301,0.01,5828,764.0,low,0.0,0.0001
06047001004,0.01,3969,849.0,low,0.0,0.0002
06047001101,0.01,6089,1822.0,low,0.0,0.0003
06085503802,0.01,8208,1915.0,low,0.0,0.0001
06057000502,0.01,4718,1681.0,low,0.0,0.0025
06061020300,0.01,4639,1473.0,low,0.0,0.0001
06061020200,0.01,6429,3181.0,low,0.0,0.0028
06057000900,0.01,4274,2977.0,low,0.0,0.002
06057000802,0.01,6700,2519.0,low,0.0,0.0003
06057000801,0.01,5289,2314.0,low,0.0,0.0008
06057000702,0.01,4079,1565.0,low,0.0,0.0012
06057000701,0.01,7581,3901.0,low,0.0,0.0009
06053014700,0.01,6991,2600.0,low,0.0,0.0069
06057000401,0.01,5932,2967.0,low,0.0,0.0003
06057000300,0.01,2496,1410.0,low,0.0,0.0003
06057000200,0.01,2672,2186.0,low,0.0,0.0007
06057000105,0.01,2807,1551.0,low,0.0,0.0007
06057000104,0.01,3405,1279.0,low,0.0,0.0064
06057000102,0.01,6977,2498.0,low,0.0,0.0003
06061020401,0.01,2242,888.0,low,0.0,0.0001
06061020402,0.01,3511,1413.0,low,0.0,0.0001
06061020501,0.01,2973,2025.0,low,0.0,0.0007
06061020502,0.01,4317,2343.0,low,0.0,0.003
06061021003,0.01,6784,2382.0,low,0.0,0.0004
06061020908,0.01,7512,2951.0,low,0.0,0.0003
06061020901,0.01,2777,1051.0,low,0.0,0.0001
06061020806,0.01,3576,1282.0,low,0.0,0.0002
06061020805,0.01,4202,1322.0,low,0.0,0.0002
06061020717,0.01,4888,1516.0,low,0.0,0.0002
06061020715,0.01,3074,1021.0,low,0.0,0.0001
06061020714,0.01,3848,1472.0,low,0.0,0.0001
06061020713,0.01,3323,825.0,low,0.0,0.0001
06061020712,0.01,3855,1117.0,low,0.0,0.0001
06061020711,0.01,4558,1141.0,low,0.0,0.0001
06061020710,0.01,4408,1719.0,low,0.0,0.0014
06061020606,0.01,4296,1523.0,low,0.0,0.0001
06061020605,0.01,5885,2565.0,low,0.0,0.0013
06061020604,0.01,5927,2650.0,low,0.0,0.0016
06061020601,0.01,7257,3206.0,low,0.0,0.0001
06053990000,0.01,0,0.0,low,,
06053014601,0.01,5400,1879.0,low,0.0,0.003
06047001200,0.01,5365,1972.0,low,0.0,0.0003
06047001700,0.01,7032,1990.0,low,0.0,0.0067
06047002301,0.01,8401,2351.0,low,0.0,0.0009
06047002201,0.01,6720,1820.0,low,0.0,0.0012
06047002100,0.01,4732,3121.0,low,0.0,0.0059
06047001902,0.01,2376,1533.0,low,0.0,0.0005
06047001901,0.01,5279,2068.0,low,0.0,0.0017
06047001801,0.01,5397,1321.0,low,0.0,0.0001
06053014302,0.01,4251,1032.0,low,0.0,0.0003
06047001601,0.01,4166,735.0,low,0.0,0.0001
06047001503,0.01,4844,805.0,low,0.0,0.0004
06047001502,0.01,2768,641.0,low,0.0,0.0008
06047001501,0.01,2689,982.0,low,0.0,0.0
06047001402,0.01,4813,1562.0,low,0.0,0.0002
06047001401,0.01,4150,1394.0,low,0.0,0.0001
06047001302,0.01,3016,989.0,low,0.0,0.0001
06047001301,0.01,3413,1282.0,low,0.0,0.0001
06047002401,0.01,1623,1350.0,low,0.0,0.0009
06047002500,0.01,2197,1964.0,low,0.0,0.0013
06053014301,0.01,3654,748.0,low,0.0,0.0001
06053010606,0.01,7928,2106.0,low,0.0,0.0017
06053010506,0.01,5542,512.0,low,0.0,0.006
06053010505,0.01,5649,817.0,low,0.0,0.0104
06053010504,0.01,5388,797.0,low,0.0,0.0002
06053010501,0.01,6925,3123.0,low,0.0,0.002
06053010400,0.01,7515,950.0,low,0.0,0.0011
06053010306,0.01,1290,736.0,low,0.0,0.0017
06053010305,0.01,4827,2042.0,low,0.0,0.0016
06053010202,0.01,4375,2094.0,low,0.0,0.0021
06053010102,0.01,3252,1611.0,low,0.0,0.0025
06053010101,0.01,4410,890.0,low,0.0,0.0037
06053000104,0.01,3779,674.0,low,0.0,0.0
06053000103,0.01,4354,457.0,low,0.0,0.0001
06053000101,0.01,2328,743.0,low,0.0,0.0
06017030807,0.01,4044,1364.0,low,0.0,0.0001
06017030804,0.01,6695,3674.0,low,0.0,0.0015
06001442400,0.01,6347,1737.0,low,0.0,0.0001
06001443103,0.01,3972,1344.0,low,0.0,0.0001
06001443102,0.01,4942,1547.0,low,0.0,0.0001
06001442900,0.01,7661,2030.0,low,0.0,0.0001
06001442800,0.01,2959,882.0,low,0.0,0.0
06001442700,0.01,3141,1014.0,low,0.0,0.0
06001442602,0.01,5314,1172.0,low,0.0,0.0001
06001442601,0.01,3854,1106.0,low,0.0,0.0003
06001442301,0.01,5046,1034.0,low,0.0,0.0001
06001441523,0.01,4169,450.0,low,0.0,0.0001
06001441927,0.01,4310,171.0,low,0.0,0.0001
06001441926,0.01,3836,444.0,low,0.0,0.0001
06001441923,0.01,6333,481.0,low,0.0,0.0003
06001441921,0.01,3718,743.0,low,0.0,0.0001
06001441800,0.01,7195,1624.0,low,0.0,0.0001
06001441602,0.01,7220,1603.0,low,0.0,0.0001
06001441601,0.01,4641,1338.0,low,0.0,0.0001
06001443105,0.01,4687,1258.0,low,0.0,0.0001
06001443200,0.01,3553,1312.0,low,0.0,0.0
06001443301,0.01,4134,1247.0,low,0.0,0.0001
06001443321,0.01,3511,351.0,low,0.0,0.0001
06001451504,0.01,1657,752.0,low,0.0,0.0001
06001451503,0.01,6520,1820.0,low,0.0,0.0001
06001451501,0.01,4920,1994.0,low,0.0,0.0001
06001451404,0.01,6613,1631.0,low,0.0,0.0001
06001451403,0.01,2175,716.0,low,0.0,0.0
06001451401,0.01,6053,1542.0,low,0.0,0.0001
06001451201,0.01,7271,2010.0,low,0.0,0.0011
06001451102,0.01,3955,1511.0,low,0.0,0.0002
06001450742,0.01,5439,1410.0,low,0.0,0.0047
06001444601,0.01,6083,1646.0,low,0.0,0.0001
06001444500,0.01,6414,1390.0,low,0.0,0.0001
06001444400,0.01,5282,1277.0,low,0.0,0.0001
06001444301,0.01,3617,1058.0,low,0.0,0.0001
06001444200,0.01,6451,1765.0,low,0.0,0.0001
06001444100,0.01,7703,2375.0,low,0.0,0.0001
06001443322,0.01,3191,940.0,low,0.0,0.0
06001441524,0.01,4040,854.0,low,0.0,0.0001
06001441522,0.01,4868,1048.0,low,0.0,0.0001
06017030801,0.01,4347,2277.0,low,0.0,0.0003
06001437600,0.01,3398,723.0,low,0.0,0.0002
06001438203,0.01,4200,1588.0,low,0.0,0.0029
06001438201,0.01,4752,1294.0,low,0.0,0.0074
06001438100,0.01,7807,1998.0,low,0.0,0.0001
06001438000,0.01,3409,994.0,low,0.0,0.0
06001437900,0.01,2426,549.0,low,0.0,0.0001
06001437800,0.01,4785,1233.0,low,0.0,0.0002
06001437702,0.01,4404,385.0,low,0.0,0.0001
06001437701,0.01,3991,488.0,low,0.0,0.0007
06001437500,0.01,4797,590.0,low,0.0,0.0001
06001441521,0.01,5779,1830.0,low,0.0,0.0029
06001437102,0.01,4557,748.0,low,0.0,0.0001
06001436500,0.01,5372,961.0,low,0.0,0.0004
06001436402,0.01,3007,1242.0,low,0.0,0.0
06001435104,0.01,7230,819.0,low,0.0,0.0003
06001435103,0.01,7726,2605.0,low,0.0,0.0003
06001435102,0.01,5870,1407.0,low,0.0,0.0001
06001432800,0.01,4121,1515.0,low,0.0,0.0002
06001430400,0.01,2207,823.0,low,0.0,0.0
06001438204,0.01,5940,1902.0,low,0.0,0.013
06001438300,0.01,3865,955.0,low,0.0,0.0
06001438400,0.01,2460,852.0,low,0.0,0.0028
06001440100,0.01,2656,460.0,low,0.0,0.0
06001441402,0.01,5293,1460.0,low,0.0,0.0001
06001441401,0.01,7319,1780.0,low,0.0,0.0001
06001441302,0.01,5661,1660.0,low,0.0,0.0001
06001441301,0.01,3248,747.0,low,0.0,0.0
06001441200,0.01,7277,2263.0,low,0.0,0.0001
06001440336,0.01,4583,988.0,low,0.0,0.0001
06001440334,0.01,4083,1081.0,low,0.0,0.0
06001440333,0.01,2787,854.0,low,0.0,0.0001
06001440331,0.01,3323,728.0,low,0.0,0.0001
06001440308,0.01,5946,1394.0,low,0.0,0.0001
06001440307,0.01,4459,1262.0,low,0.0,0.0072
06001440306,0.01,4020,635.0,low,0.0,0.0001
06001440305,0.01,3682,1044.0,low,0.0,0.0
06001440304,0.01,4726,876.0,low,0.0,0.0001
06001440301,0.01,7129,2188.0,low,0.0,0.0047
06001440200,0.01,5786,1346.0,low,0.0,0.0004
06001451505,0.01,3177,1130.0,low,0.0,0.0
06001451506,0.01,3123,685.0,low,0.0,0.0001
06001451601,0.01,5003,1984.0,low,0.0,0.0009
06007003001,0.01,3141,1153.0,low,0.0,0.0032
06007003600,0.01,3568,2464.0,low,0.0,0.0015
06007003502,0.01,5060,2225.0,low,0.0,0.0015
06007003501,0.01,3716,1586.0,low,0.0,0.0006
06007003400,0.01,2921,1707.0,low,0.0,0.0012
06007003300,0.01,5071,3885.0,low,0.0,0.009
06007003200,0.01,4352,2489.0,low,0.0,0.0088
06007003100,0.01,4575,2204.0,low,0.0,0.0023
06007003002,0.01,3508,1598.0,low,0.0,0.002
06007002900,0.01,3315,1341.0,low,0.0,0.0024
06001451602,0.01,6631,1851.0,low,0.0,0.0001
06007002800,0.01,4718,1426.0,low,0.0,0.0016
06007002700,0.01,5833,2322.0,low,0.0,0.0022
06007002602,0.01,3980,2132.0,low,0.0,0.0062
06007002601,0.01,2474,1586.0,low,0.0,0.0035
06007002500,0.01,5008,1546.0,low,0.0,0.0024
06007002300,0.01,1851,2345.0,low,0.0,0.0032
06007002200,0.01,1799,2835.0,low,0.0,0.0002
06007003700,0.01,5249,2247.0,low,0.0,0.0058
06009000121,0.01,4354,2610.0,low,0.0,0.0029
06009000122,0.01,3839,2612.0,low,0.0,0.0034
06017030710,0.01,5947,1998.0,low,0.0,0.0001
06017030709,0.01,5065,1888.0,low,0.0,0.0004
06017030706,0.01,6563,2106.0,low,0.0,0.0001
06017030701,0.01,6177,2244.0,low,0.0,0.0003
06017030603,0.01,3401,1838.0,low,0.0,0.0009
06017030601,0.01,5087,3236.0,low,0.0,0.0008
06011000500,0.01,2684,1297.0,low,0.0,0.0004
06011000400,0.01,2270,2643.0,low,0.0,0.002
06011000200,0.01,5151,2538.0,low,0.0,0.003
06009000501,0.01,3214,1328.0,low,0.0,0.0001
06009000400,0.01,3862,2249.0,low,0.0,0.0019
06009000220,0.01,5849,3256.0,low,0.0,0.0008
06007002100,0.01,926,1546.0,low,0.0,0.0003
06007002000,0.01,886,1703.0,low,0.0,0.0005
06007001900,0.01,675,1173.0,low,0.0,0.0007
06007000401,0.01,5099,925.0,low,0.0,0.0088
06007000202,0.01,4029,990.0,low,0.0,0.0061
06007000201,0.01,4470,1300.0,low,0.0,0.0066
06007000104,0.01,6153,1560.0,low,0.0,0.0001
06007000103,0.01,6087,1486.0,low,0.0,0.0003
06007000102,0.01,4202,1539.0,low,0.0,0.0026
06005000500,0.01,3231,1748.0,low,0.0,0.001
06005000402,0.01,4928,2312.0,low,0.0,0.0017
06005000401,0.01,5146,2543.0,low,0.0,0.003
06005000304,0.01,4297,2330.0,low,0.0,0.0043
06005000303,0.01,6321,2769.0,low,0.0,0.0008
06005000301,0.01,5726,1416.0,low,0.0,0.0031
06005000102,0.01,1892,931.0,low,0.0,0.0004
06005000101,0.01,4009,1732.0,low,0.0,0.0005
06001451704,0.01,4572,1388.0,low,0.0,0.0001
06001451703,0.01,3952,1266.0,low,0.0,0.0001
06001451701,0.01,3270,963.0,low,0.0,0.0001
06007000300,0.01,4740,1064.0,low,0.0,0.0041
06007001800,0.01,840,1697.0,low,0.0,0.0011
06007000501,0.01,4939,1611.0,low,0.0,0.0016
06007001702,0.01,3574,1150.0,low,0.0,0.0063
06007001500,0.01,5504,3921.0,low,0.0,0.0016
06007001400,0.01,6143,4501.0,low,0.0,0.0041
06007001300,0.01,4079,1486.0,low,0.0,0.0015
06007001200,0.01,3488,1221.0,low,0.0,0.0004
06007001100,0.01,4568,1258.0,low,0.0,0.0039
06007001000,0.01,4979,1314.0,low,0.0,0.0006
06007000904,0.01,6331,2065.0,low,0.0,0.0003
06007000903,0.01,7042,1695.0,low,0.0,0.0018
06007000901,0.01,2799,1163.0,low,0.0,0.0003
06007000800,0.01,5626,2117.0,low,0.0,0.0003
06007000700,0.01,5081,1849.0,low,0.0,0.0004
06007000604,0.01,4571,592.0,low,0.0,0.0014
06007000603,0.01,3450,690.0,low,0.0,0.0006
06007000601,0.01,3386,1279.0,low,0.0,0.0
06007000502,0.01,4900,737.0,low,0.0,0.002
06061021034,0.01,4331,1406.0,low,0.0,0.0001
06061021037,0.01,2209,630.0,low,0.0,0.0
06077005133,0.01,4319,1353.0,low,0.0,0.0001
06077005208,0.01,6267,1514.0,low,0.0,0.0001
06077005135,0.01,8680,3480.0,low,0.0,0.0013
06077005134,0.01,4783,1453.0,low,0.0,0.0001
06077005132,0.01,3295,1001.0,low,0.0,0.0007
06077005119,0.01,9931,2264.0,low,0.0,0.0037
06077005131,0.01,7255,2349.0,low,0.0,0.0043
06077005130,0.01,3275,914.0,low,0.0,0.0
06077005129,0.01,3857,950.0,low,0.0,0.0033
06077005127,0.01,6129,1162.0,low,0.0,0.0004
06077005126,0.01,4294,1106.0,low,0.0,0.0001
06077005125,0.01,1899,601.0,low,0.0,0.0
06077005124,0.01,3725,917.0,low,0.0,0.0001
06077005123,0.01,4676,1223.0,low,0.0,0.0001
06077005303,0.01,4966,1233.0,low,0.0,0.0001
06077005307,0.01,3294,712.0,low,0.0,0.0001
06085501101,0.01,4305,681.0,low,0.0,0.0002
06085501000,0.01,5468,829.0,low,0.0,0.0002
06085500902,0.01,4957,167.0,low,0.0,0.0002
06085500901,0.01,4011,235.0,low,0.0,0.0002
06085500800,0.01,4669,516.0,low,0.0,0.0009
06085500600,0.01,5548,1524.0,low,0.0,0.0001
06085500500,0.01,5506,2219.0,low,0.0,0.0001
06085500400,0.01,2476,864.0,low,0.0,0.0002
06085500300,0.01,4765,982.0,low,0.0,0.0002
06085500200,0.01,5281,1109.0,low,0.0,0.0002
06085500100,0.01,7969,1648.0,low,0.0,0.0002
06077005502,0.01,2312,1553.0,low,0.0,0.0004
06077005406,0.01,3428,789.0,low,0.0,0.0003
06077005405,0.01,3644,756.0,low,0.0,0.0001
06077005403,0.01,6046,1657.0,low,0.0,0.0001
06077005308,0.01,4391,1079.0,low,0.0,0.0001
06077005122,0.01,7036,1830.0,low,0.0,0.0034
06077003306,0.01,4444,1120.0,low,0.0,0.0001
06077003409,0.01,4638,1167.0,low,0.0,0.0001
06077003803,0.01,5968,2411.0,low,0.0,0.0019
06077003700,0.01,3845,1881.0,low,0.0,0.0034
06077003602,0.01,3274,1839.0,low,0.0,0.0032
06077003601,0.01,3519,2666.0,low,0.0,0.0028
06077003410,0.01,6188,1555.0,low,0.0,0.0002
06077003407,0.01,3083,639.0,low,0.0,0.0024
06077003406,0.01,3769,795.0,low,0.0,0.0001
06077003405,0.01,4216,945.0,low,0.0,0.0001
06077003404,0.01,5849,1594.0,low,0.0,0.0077
06077003403,0.01,5064,1165.0,low,0.0,0.0003
06077003313,0.01,3356,422.0,low,0.0,0.0001
06077003312,0.01,3450,329.0,low,0.0,0.0001
06077003310,0.01,4678,1041.0,low,0.0,0.0001
06077003308,0.01,1665,405.0,low,0.0,0.0
06077004302,0.01,6122,1686.0,low,0.0,0.0001
06077004307,0.01,3984,768.0,low,0.0,0.0001
06077004308,0.01,3968,529.0,low,0.0,0.0
06077004402,0.01,5599,1256.0,low,0.0,0.0023
06077005109,0.01,3996,1356.0,low,0.0,0.0015
06077005108,0.01,4582,1366.0,low,0.0,0.0001
06077005106,0.01,12643,3606.0,low,0.0,0.0027
